row_index,antenna_id,resonant_freq_ghz,depth_db,prominence_db,confidence,method,is_valid_local_min
73,359,5.170000076,-13.151537,12.732618,0.521909,local_min,1
74,362,5.260000229,-13.043259,7.708925,0.362002,global_min_fallback,0
75,364,5.570000172,-23.202168,14.137535,0.885724,local_min,1
76,373,5.079999924,-12.669652,7.475771,0.346095,global_min_fallback,0
77,388,2.890000105,-17.768122,8.206818,0.487715,global_min_fallback,0
78,389,3.430000067,-13.102005,7.015961,0.353852,global_min_fallback,0
79,390,4.110000134,-8.348104,8.689073,0.220758,global_min_fallback,0
80,391,3.980000019,-16.925035,11.463375,0.728624,local_min,1
81,395,5.880000114,-17.475367,10.896040,0.721911,local_min,1
82,412,3.279999971,-33.898407,11.283269,0.907205,local_min,1
83,424,4.940000057,-12.356411,9.715347,0.478920,local_min,1
84,426,4.780000210,-18.964195,15.596601,0.795175,local_min,1
85,433,5.309999943,-17.136757,12.258607,0.736268,local_min,1
86,439,4.000000000,-19.138718,8.716568,0.518900,global_min_fallback,0
87,457,5.150000095,-15.545338,13.803208,0.623220,local_min,1
88,462,2.859999895,-11.007625,9.179961,0.328013,global_min_fallback,0
89,484,3.730000019,-6.947400,6.843541,0.187218,global_min_fallback,0
90,488,5.719999790,-17.621946,17.261188,0.711434,local_min,1
91,494,4.619999886,-15.001387,10.906186,0.619221,local_min,1
92,505,5.570000172,-16.782309,10.056850,0.706942,local_min,1
93,510,4.250000000,-30.229343,12.822492,0.920213,local_min,1
94,513,4.559999943,-19.383150,11.545149,0.797330,local_min,1
95,517,2.509999990,-10.911006,4.433771,0.229074,global_min_fallback,0
96,519,5.969999790,-18.525665,3.741757,0.549617,local_min,1
97,520,3.809999943,-13.142489,8.095944,0.370585,global_min_fallback,0
98,523,5.920000076,-13.711761,8.758632,0.523998,local_min,1
99,532,5.940000057,-25.074982,5.151503,0.720030,local_min,1
100,533,2.930000067,-10.438033,7.259126,0.245820,global_min_fallback,0
101,534,5.920000076,-16.206257,8.868292,0.597147,local_min,1
102,545,4.280000210,-14.807471,16.141672,0.616777,local_min,1
103,546,5.030000210,-16.543072,12.089377,0.701052,local_min,1
104,550,4.280000210,-14.634354,11.173593,0.627318,local_min,1
105,558,4.159999847,-14.862836,12.077831,0.638371,local_min,1
106,567,5.519999981,-19.670433,14.247585,0.804543,local_min,1
107,568,5.550000191,-20.948715,17.828903,0.784645,local_min,1
108,573,4.380000114,-11.834816,9.750861,0.461030,local_min,1
109,576,5.230000019,-19.293379,13.145543,0.813582,local_min,1
110,577,3.630000114,-9.419928,7.350154,0.220789,global_min_fallback,0
111,579,5.630000114,-18.234179,12.672817,0.767368,local_min,1
112,580,5.659999847,-27.212692,15.085350,0.930081,local_min,1
113,582,4.179999828,-26.043358,18.280129,0.935612,local_min,1
114,585,4.099999905,-22.872698,12.927968,0.873082,local_min,1
115,586,5.639999866,-15.313441,11.150720,0.636039,local_min,1
116,589,5.849999905,-22.377499,21.332604,0.817713,local_min,1
117,600,4.860000134,-12.366069,12.196180,0.482323,local_min,1
118,607,5.860000134,-33.460613,17.561983,0.955070,local_min,1
119,608,5.659999847,-24.010965,16.472325,0.913474,local_min,1
120,617,3.490000010,-10.058774,7.696690,0.242730,global_min_fallback,0
121,624,5.550000191,-18.708603,12.593894,0.793838,local_min,1
122,625,4.269999981,-7.222569,6.214254,0.187254,global_min_fallback,0
123,636,5.320000172,-15.804114,12.283329,0.670028,local_min,1
124,637,5.019999981,-25.593042,14.053466,0.910780,local_min,1
125,639,3.470000029,-3.943824,8.070467,0.210407,global_min_fallback,0
126,644,4.460000038,-9.769136,12.838145,0.385874,local_min,1
127,653,4.659999847,-9.769151,8.371104,0.221825,global_min_fallback,0
128,656,4.670000076,-15.002483,15.320052,0.617886,local_min,1
129,660,5.030000210,-16.099651,13.004239,0.672022,local_min,1
130,663,5.139999866,-15.653877,13.520163,0.653744,local_min,1
131,664,3.529999971,-26.103050,10.561781,0.868330,local_min,1
132,681,4.769999981,-22.742498,13.224050,0.874605,local_min,1
133,684,4.880000114,-23.478992,13.231896,0.883384,local_min,1
134,685,5.820000172,-9.774972,8.066435,0.218188,global_min_fallback,0
135,686,4.849999905,-23.155079,15.849872,0.900459,local_min,1
136,691,3.220000029,-24.019196,14.064491,0.897551,local_min,1
137,697,5.230000019,-14.016891,11.092318,0.591832,local_min,1
138,705,5.059999943,-15.701401,12.394083,0.626729,local_min,1
139,711,4.150000095,-7.268204,6.793721,0.188950,global_min_fallback,0
140,719,4.099999905,-11.399654,5.582012,0.271532,global_min_fallback,0
141,721,6.000000000,-2.115446,0.000000,0.000000,global_min_fallback,0
142,726,5.949999809,-6.964632,1.232325,0.041822,global_min_fallback,0
143,729,4.429999828,-18.837158,12.886351,0.800465,local_min,1
144,733,4.119999886,-11.030208,10.062144,0.402412,local_min,1
145,735,4.179999828,-16.279205,10.388806,0.697373,local_min,1
146,737,4.039999962,-11.169504,8.445616,0.296023,global_min_fallback,0
147,745,4.230000019,-27.063101,13.518684,0.914806,local_min,1
148,764,3.240000010,-13.469504,11.869183,0.523480,local_min,1
149,768,6.000000000,-2.422565,0.000000,0.000000,global_min_fallback,0
150,773,4.500000000,-24.360918,10.993822,0.861930,local_min,1
151,778,3.789999962,-8.078095,10.663299,0.354634,local_min,1
152,780,6.000000000,-2.462388,0.000000,0.000000,global_min_fallback,0
153,784,5.380000114,-16.099281,13.436893,0.637484,local_min,1
154,790,4.849999905,-15.253273,10.275586,0.645933,local_min,1
155,795,4.840000153,-13.616105,9.880876,0.497469,local_min,1
156,807,4.889999866,-30.957005,17.085205,0.957995,local_min,1
157,810,4.079999924,-14.164936,12.577607,0.588838,local_min,1
158,812,4.369999886,-16.701099,11.739802,0.725107,local_min,1
159,815,6.000000000,-6.800134,0.000000,0.000000,global_min_fallback,0
160,817,4.119999886,-18.439394,13.171753,0.793782,local_min,1
161,821,5.079999924,-18.497145,15.521362,0.722276,local_min,1
162,829,5.670000076,-22.350756,13.033959,0.867707,local_min,1
163,831,3.029999971,-30.957756,10.677898,0.891474,local_min,1
164,832,4.389999866,-13.278811,9.466594,0.388360,global_min_fallback,0
165,833,4.139999866,-16.370642,13.297168,0.644435,local_min,1
166,840,3.849999905,-13.077076,9.417471,0.374098,global_min_fallback,0
167,846,5.909999847,-11.704984,3.076069,0.222991,local_min,1
168,862,6.000000000,-6.637547,0.000000,0.000000,global_min_fallback,0
169,868,3.339999914,-8.496968,6.281291,0.204731,global_min_fallback,0
170,875,5.010000229,-8.319851,6.874827,0.198212,global_min_fallback,0
171,878,4.579999924,-16.553757,8.451609,0.467542,global_min_fallback,0
172,884,4.730000019,-16.185703,7.806900,0.448795,global_min_fallback,0
173,885,5.599999905,-13.233418,11.748233,0.512252,local_min,1
174,887,4.690000057,-30.543072,14.984091,0.942638,local_min,1
175,905,5.619999886,-25.415817,17.210632,0.931507,local_min,1
176,907,4.559999943,-16.394455,14.346360,0.661266,local_min,1
177,909,4.170000076,-12.842570,10.081305,0.473933,local_min,1
178,922,5.659999847,-24.284355,15.323108,0.908180,local_min,1
179,924,4.840000153,-22.810438,12.295994,0.864527,local_min,1
180,929,5.719999790,-12.447445,6.360110,0.363991,local_min,1
181,931,4.429999828,-10.038229,14.322672,0.403179,local_min,1
182,933,4.750000000,-10.275441,10.046657,0.355988,local_min,1
183,939,6.000000000,-2.279845,0.000000,0.000000,global_min_fallback,0
184,941,3.359999895,-15.934579,8.080308,0.447749,global_min_fallback,0
185,942,5.239999771,-13.511347,8.543476,0.492828,local_min,1
186,954,3.480000019,-12.998541,9.380839,0.378230,global_min_fallback,0
187,968,3.650000095,-29.381504,21.417432,0.968340,local_min,1
188,976,5.789999962,-20.108269,15.348454,0.831248,local_min,1
189,978,4.800000191,-15.939129,11.727003,0.675024,local_min,1
190,981,5.449999809,-18.468073,12.891145,0.783981,local_min,1
191,982,4.269999981,-9.078166,6.578710,0.213531,global_min_fallback,0
192,983,4.829999924,-18.279381,14.218211,0.780920,local_min,1
193,986,4.409999847,-32.230850,17.292499,0.962106,local_min,1
194,987,5.579999924,-15.986116,12.589960,0.660593,local_min,1
195,995,5.630000114,-15.293459,7.566105,0.557559,local_min,1
196,998,2.480000019,-6.965911,11.452023,0.367271,local_min,1
197,1003,4.199999809,-17.969105,14.446423,0.773191,local_min,1
198,1005,5.340000153,-15.302617,11.546886,0.660491,local_min,1
199,1007,3.710000038,-15.065989,14.827559,0.616173,local_min,1
200,1012,5.429999828,-7.114509,6.192669,0.182787,global_min_fallback,0
201,1018,6.000000000,-15.085842,0.000000,0.147685,global_min_fallback,0
202,1022,5.449999809,-17.035173,11.089571,0.714230,local_min,1
203,1029,3.150000095,-5.112744,9.730816,0.236267,global_min_fallback,0
204,1030,5.510000229,-15.654450,11.713076,0.659647,local_min,1
205,1033,5.099999905,-18.648783,16.955902,0.735128,local_min,1
206,1040,5.250000000,-18.412306,12.143171,0.773003,local_min,1
207,1046,4.960000038,-14.911949,9.925415,0.632154,local_min,1
208,1047,5.400000095,-21.916256,13.099209,0.861683,local_min,1
209,1049,5.829999924,-10.872784,7.942876,0.258590,global_min_fallback,0
210,1051,5.960000038,-15.811015,3.784604,0.473083,local_min,1
211,1052,3.069999933,-10.388358,7.346007,0.237485,global_min_fallback,0
212,1053,4.929999828,-15.237591,11.102771,0.641914,local_min,1
213,1056,5.579999924,-23.304827,14.797095,0.890201,local_min,1
214,1059,4.849999905,-13.842586,9.663627,0.582669,local_min,1
215,1060,5.369999886,-30.076368,19.471549,0.965984,local_min,1
216,1068,5.909999847,-17.026091,9.911013,0.661329,local_min,1
217,1078,5.059999943,-9.120166,5.410029,0.194038,global_min_fallback,0
218,1081,3.869999886,-11.117346,10.932863,0.409206,local_min,1
219,1083,5.050000191,-16.178879,13.592689,0.689401,local_min,1
220,1091,5.119999886,-25.674410,16.648183,0.930713,local_min,1
221,1097,5.670000076,-43.377789,24.855381,0.992667,local_min,1
222,1098,5.880000114,-20.758095,12.092209,0.830925,local_min,1
223,1105,3.450000048,-25.023287,9.560809,0.841641,local_min,1
224,1106,2.289999962,-25.726559,9.524363,0.592374,global_min_fallback,0
225,1111,4.510000229,-14.714234,12.775576,0.615303,local_min,1
226,1114,4.329999924,-15.742805,12.057448,0.685777,local_min,1
227,1115,3.769999981,-19.422546,11.602604,0.800146,local_min,1
228,1119,5.969999790,-29.350449,7.042284,0.804642,local_min,1
229,1122,5.099999905,-19.623569,15.175266,0.818628,local_min,1
230,1130,5.849999905,-22.711653,10.044165,0.823846,local_min,1
231,1135,5.760000229,-14.915025,11.120634,0.609201,local_min,1
232,1136,5.300000191,-22.010670,15.598132,0.881777,local_min,1
233,1138,5.340000153,-32.224899,26.074285,0.973324,local_min,1
234,1144,4.079999924,-21.797297,13.543338,0.865572,local_min,1
235,1146,4.309999943,-13.925858,11.192616,0.580839,local_min,1
236,1147,5.380000114,-17.726597,12.356113,0.762872,local_min,1
237,1148,5.829999924,-6.174873,1.713458,0.065343,global_min_fallback,0
238,1154,4.139999866,-17.125029,11.870687,0.740727,local_min,1
239,1164,3.109999895,-16.553637,12.488554,0.649094,local_min,1
240,1166,4.599999905,-13.021504,7.804456,0.358614,global_min_fallback,0
241,1167,4.920000076,-12.025436,8.258973,0.326491,global_min_fallback,0
242,1168,2.819999933,-12.718121,7.050096,0.342063,global_min_fallback,0
243,1171,4.260000229,-11.752146,11.796875,0.450358,local_min,1
244,1175,3.849999905,-13.395973,9.785171,0.340055,global_min_fallback,0
245,1177,4.409999847,-12.111790,8.990523,0.336179,global_min_fallback,0
246,1181,5.059999943,-11.548704,9.699785,0.419484,local_min,1
247,1183,4.800000191,-16.429506,11.617625,0.714524,local_min,1
248,1188,4.610000134,-12.331595,8.045838,0.341909,global_min_fallback,0
249,1190,4.659999847,-12.142406,9.440010,0.334932,global_min_fallback,0
250,1192,4.289999962,-28.361126,14.575034,0.931412,local_min,1
251,1199,3.079999924,-8.150073,9.954970,0.341863,local_min,1
252,1201,4.590000153,-12.298588,9.220095,0.343849,global_min_fallback,0
253,1204,4.940000057,-25.601742,24.219114,0.854918,local_min,1
254,1206,5.079999924,-14.189892,16.680411,0.597317,local_min,1
255,1209,5.530000210,-12.713105,8.991628,0.361695,global_min_fallback,0
256,1213,4.750000000,-10.365932,8.447855,0.243755,global_min_fallback,0
257,1224,3.720000029,-12.410147,13.523488,0.499977,local_min,1
258,1242,3.970000029,-20.694321,11.980762,0.829681,local_min,1
259,1244,3.650000095,-17.776186,12.002522,0.757962,local_min,1
260,1251,4.190000057,-12.170640,10.962833,0.474041,local_min,1
261,1252,5.800000191,-14.544886,6.499480,0.520477,local_min,1
262,1254,4.139999866,-18.139641,18.709895,0.731455,local_min,1
263,1265,5.340000153,-13.842617,7.826836,0.386080,global_min_fallback,0
264,1268,5.039999962,-21.905384,14.567915,0.874001,local_min,1
265,1271,4.570000172,-12.087755,11.637924,0.462630,local_min,1
266,1274,5.989999771,-7.961881,0.039923,0.004774,global_min_fallback,0
267,1276,4.099999905,-23.905323,10.870451,0.855584,local_min,1
268,1281,4.989999771,-27.493395,17.894178,0.948822,local_min,1
269,1296,4.690000057,-21.637070,9.582328,0.804565,local_min,1
270,1301,5.159999847,-12.733991,9.735485,0.493715,local_min,1
271,1311,4.980000019,-24.019424,14.497069,0.901170,local_min,1
272,1319,5.590000153,-21.780254,16.158402,0.856116,local_min,1
273,1323,4.420000076,-25.746771,15.674748,0.925350,local_min,1
274,1324,4.050000191,-22.072544,14.908469,0.880904,local_min,1
275,1330,3.710000038,-35.431740,16.045201,0.959527,local_min,1
276,1334,5.750000000,-6.722928,5.047156,0.153408,global_min_fallback,0
277,1336,4.019999981,-22.561052,14.289734,0.883094,local_min,1
278,1337,4.869999886,-13.001829,9.307173,0.375885,global_min_fallback,0
279,1343,4.389999866,-18.567787,7.735112,0.493200,global_min_fallback,0
280,1355,4.260000229,-17.341436,11.880817,0.743680,local_min,1
281,1359,5.010000229,-12.533137,11.810868,0.484121,local_min,1
282,1360,5.510000229,-20.344929,13.476400,0.824246,local_min,1
283,1362,5.920000076,-15.120327,4.466413,0.418734,local_min,1
284,1363,4.510000229,-19.457077,13.870397,0.807918,local_min,1
285,1370,5.690000057,-24.734165,13.619414,0.899400,local_min,1
286,1372,4.820000172,-14.959349,11.420006,0.644099,local_min,1
287,1376,3.980000019,-21.147141,10.577215,0.815676,local_min,1
288,1378,3.750000000,-22.099155,11.070197,0.837811,local_min,1
289,1382,3.799999952,-15.391863,8.505471,0.441946,global_min_fallback,0
290,1391,5.800000191,-15.152236,7.360584,0.543018,local_min,1
291,1396,3.359999895,-31.400545,11.829326,0.910481,local_min,1
292,1402,5.460000038,-14.191122,10.254806,0.593161,local_min,1
293,1405,4.940000057,-20.827581,12.800312,0.841872,local_min,1
294,1406,4.119999886,-16.616711,15.389699,0.671140,local_min,1
295,1411,5.380000114,-23.665234,15.511913,0.905235,local_min,1
296,1414,3.430000067,-2.763513,7.113397,0.192628,global_min_fallback,0
297,1415,4.590000153,-16.124762,13.509748,0.671478,local_min,1
298,1417,5.170000076,-16.245687,16.434145,0.667012,local_min,1
299,1426,3.680000067,-29.508005,10.583607,0.885438,local_min,1
300,1431,3.589999914,-15.016403,13.653602,0.603466,local_min,1
301,1438,6.000000000,-7.538956,0.000000,0.000000,global_min_fallback,0
302,1439,5.239999771,-12.725253,9.331435,0.497002,local_min,1
303,1442,4.889999866,-13.155839,11.130704,0.499794,local_min,1
304,1449,5.750000000,-25.038412,21.016190,0.880947,local_min,1
305,1454,5.380000114,-17.114834,12.067060,0.731296,local_min,1
306,1462,4.789999962,-15.423369,11.321859,0.651546,local_min,1
307,1463,5.300000191,-12.071779,9.376950,0.460784,local_min,1
308,1467,4.769999981,-16.650908,11.711820,0.716264,local_min,1
309,1472,4.320000172,-29.480837,19.086576,0.962580,local_min,1
310,1481,4.650000095,-11.563107,12.046859,0.445558,local_min,1
311,1482,3.960000038,-24.469854,11.858770,0.875968,local_min,1
312,1483,4.059999943,-16.517250,14.711936,0.662686,local_min,1
313,1484,3.619999886,-18.120079,12.252029,0.774576,local_min,1
314,1485,5.400000095,-10.303811,8.343889,0.250086,global_min_fallback,0
315,1487,3.460000038,-12.218998,9.264693,0.343781,global_min_fallback,0
316,1497,4.699999809,-17.764744,13.455778,0.737363,local_min,1
317,1505,5.340000153,-20.761650,20.221619,0.790800,local_min,1
318,1516,5.250000000,-20.163651,10.743932,0.801476,local_min,1
319,1526,5.969999790,-23.903120,4.059362,0.652787,local_min,1
320,1528,4.989999771,-18.418917,12.066428,0.781428,local_min,1
321,1550,4.809999943,-18.645327,13.149250,0.794185,local_min,1
322,1552,5.340000153,-18.259096,14.014600,0.757290,local_min,1
323,1557,5.820000172,-18.982616,12.051091,0.766602,local_min,1
324,1558,4.230000019,-18.185768,11.651536,0.770591,local_min,1
325,1560,5.369999886,-13.460691,8.617291,0.533323,local_min,1
326,1564,4.840000153,-20.441874,11.179299,0.813222,local_min,1
327,1568,5.030000210,-15.836647,10.201904,0.672506,local_min,1
328,1577,4.309999943,-12.985307,8.458929,0.368316,global_min_fallback,0
329,1578,4.929999828,-21.366932,11.940074,0.840038,local_min,1
330,1581,4.170000076,-11.202374,10.245204,0.417226,local_min,1
331,1594,5.800000191,-17.105465,12.716540,0.724590,local_min,1
332,1600,4.909999847,-18.216837,15.060183,0.742048,local_min,1
333,1610,4.929999828,-13.464578,11.166634,0.556174,local_min,1
334,1613,5.900000095,-15.824016,9.942517,0.640937,local_min,1
335,1616,4.739999771,-9.434505,8.499304,0.225322,global_min_fallback,0
336,1627,5.920000076,-13.517755,7.855755,0.458987,local_min,1
337,1631,5.480000019,-10.731853,8.617320,0.260327,global_min_fallback,0
338,1634,4.059999943,-11.382034,10.124629,0.406849,local_min,1
339,1638,3.950000048,-15.571093,10.941039,0.666542,local_min,1
340,1643,5.070000172,-21.223217,20.928151,0.800283,local_min,1
341,1646,4.840000153,-11.061352,12.574077,0.430239,local_min,1
342,1657,4.139999866,-24.487953,15.159190,0.911332,local_min,1
343,1659,4.949999809,-21.179054,23.353815,0.804727,local_min,1
344,1662,5.769999981,-15.610291,15.532952,0.640381,local_min,1
345,1664,5.269999981,-17.976177,10.793077,0.748334,local_min,1
346,1667,4.789999962,-14.044356,9.886909,0.594089,local_min,1
347,1669,5.380000114,-16.276756,16.162792,0.666239,local_min,1
348,1672,4.829999924,-8.518597,6.979320,0.209819,global_min_fallback,0
349,1681,4.219999790,-18.118607,9.444395,0.513301,global_min_fallback,0
350,1686,5.369999886,-10.952558,9.667982,0.379018,local_min,1
351,1692,3.329999924,-16.899061,10.364383,0.714256,local_min,1
352,1695,4.929999828,-7.906178,6.722883,0.197691,global_min_fallback,0
353,1699,5.510000229,-27.631536,17.116387,0.945580,local_min,1
354,1702,4.860000134,-24.421234,17.111237,0.916241,local_min,1
355,1704,5.050000191,-18.301113,15.174021,0.732592,local_min,1
356,1705,6.000000000,-8.785328,0.000000,0.000000,global_min_fallback,0
357,1708,5.949999809,-10.527162,0.959166,0.054009,global_min_fallback,0
358,1713,6.000000000,-10.073700,0.000000,0.002322,global_min_fallback,0
359,1714,5.480000019,-17.493155,10.560907,0.675452,local_min,1
360,1715,3.759999990,-20.293993,17.162452,0.814293,local_min,1
361,1719,5.300000191,-22.841043,15.930484,0.895743,local_min,1
362,1725,5.469999790,-6.386116,3.251171,0.111114,global_min_fallback,0
363,1728,5.409999847,-16.714066,12.731826,0.720668,local_min,1
364,1733,5.309999943,-26.796936,16.211198,0.935739,local_min,1
365,1761,5.550000191,-22.834751,13.032735,0.873842,local_min,1
366,1762,3.450000048,-8.047821,7.240034,0.195106,global_min_fallback,0
367,1765,4.869999886,-30.655809,13.746296,0.931655,local_min,1
368,1770,5.469999790,-16.246614,9.810566,0.683082,local_min,1
369,1775,3.430000067,-22.205002,8.930467,0.559098,global_min_fallback,0
370,1776,6.000000000,-3.107377,0.000000,0.000000,global_min_fallback,0
371,1781,3.539999962,-33.174786,19.208864,0.972439,local_min,1
372,1787,4.289999962,-19.715857,13.985279,0.830038,local_min,1
373,1789,4.130000114,-13.603863,11.042402,0.573933,local_min,1
374,1791,4.960000038,-17.664562,11.778347,0.755317,local_min,1
375,1793,4.550000191,-32.484798,11.807000,0.912534,local_min,1
376,1796,3.299999952,-22.035418,7.121302,0.525724,global_min_fallback,0
377,1800,5.309999943,-8.710670,5.042244,0.156849,global_min_fallback,0
378,1801,5.409999847,-27.560343,14.743497,0.929048,local_min,1
379,1806,3.390000105,-9.058807,10.366774,0.349458,local_min,1
380,1807,3.569999933,-28.068121,13.702226,0.921811,local_min,1
381,1810,4.250000000,-18.880236,10.054474,0.763103,local_min,1
382,1814,4.329999924,-14.689794,13.199149,0.586862,local_min,1
383,1817,6.000000000,-8.103355,0.000000,0.000000,global_min_fallback,0
384,1822,5.699999809,-18.500185,12.124081,0.767039,local_min,1
385,1829,5.739999771,-24.949833,13.783597,0.902079,local_min,1
386,1835,5.380000114,-35.377174,19.136410,0.975236,local_min,1
387,1844,5.320000172,-19.877382,14.496016,0.823668,local_min,1
388,1846,5.920000076,-21.353308,11.820533,0.833463,local_min,1
389,1850,4.849999905,-30.352699,12.661556,0.918635,local_min,1
390,1854,4.619999886,-15.929358,11.279242,0.680697,local_min,1
391,1857,4.739999771,-23.945187,13.674151,0.892909,local_min,1
392,1861,4.050000191,-8.145172,8.170622,0.212142,global_min_fallback,0
393,1862,5.280000210,-18.851370,9.657563,0.754885,local_min,1
394,1868,5.130000114,-12.894174,11.447361,0.513353,local_min,1
395,1872,3.150000095,-25.899862,17.394307,0.936744,local_min,1
396,1883,4.320000172,-18.480511,10.542901,0.762324,local_min,1
397,1892,4.719999790,-24.079405,18.983359,0.916752,local_min,1
398,1894,2.579999924,-4.526578,6.675473,0.183760,global_min_fallback,0
399,1896,3.940000057,-18.643141,14.765321,0.805626,local_min,1
400,1901,5.480000019,-18.403271,11.475771,0.773147,local_min,1
401,1927,5.539999962,-13.634170,11.072026,0.567715,local_min,1
402,1936,4.039999962,-11.653278,13.089339,0.462529,local_min,1
403,1939,5.500000000,-24.870302,13.629650,0.900885,local_min,1
404,1942,4.449999809,-23.813618,13.183363,0.886366,local_min,1
405,1945,4.800000191,-19.012878,14.505569,0.793496,local_min,1
406,1946,4.280000210,-27.485579,11.118032,0.885659,local_min,1
407,1947,5.730000019,-15.972966,8.863650,0.620777,local_min,1
408,1948,4.920000076,-26.188362,14.773178,0.921348,local_min,1
409,1954,5.380000114,-17.037363,14.352030,0.699439,local_min,1
410,1960,5.860000134,-23.323322,13.776633,0.887279,local_min,1
411,1962,4.210000038,-14.832406,11.421107,0.643467,local_min,1
412,1966,5.949999809,-20.884840,6.311133,0.676499,local_min,1
413,1967,4.420000076,-16.000948,9.050550,0.464503,global_min_fallback,0
