row_index,antenna_id,resonant_freq_ghz,depth_db,prominence_db,confidence,method,is_valid_local_min
90,91,5.916666508,-0.385393,0.001460,0.000073,local_min,1
91,92,5.333333492,-14.541031,13.054433,0.652722,local_min,1
92,93,5.500000000,-0.226858,0.002978,0.000149,local_min,1
93,94,3.166666746,-9.888404,9.722894,0.486145,local_min,1
94,95,5.166666508,-0.214603,0.075924,0.003796,local_min,1
95,96,3.750000000,-5.652305,5.251764,0.262588,local_min,1
96,97,5.750000000,-0.251512,0.002188,0.000109,local_min,1
97,98,4.166666508,-5.894252,5.493731,0.274687,local_min,1
98,99,5.000000000,-8.088723,7.355209,0.367760,local_min,1
99,100,3.666666746,-18.017124,17.413609,0.870680,local_min,1
100,101,3.916666746,-0.156164,0.029569,0.001478,local_min,1
101,102,4.666666508,-16.604305,16.147195,0.807360,local_min,1
102,103,4.333333492,-9.239063,8.786347,0.439317,local_min,1
103,104,5.166666508,-8.499765,6.974311,0.348716,local_min,1
104,105,5.833333492,-0.251118,0.001597,0.000080,local_min,1
105,106,4.083333492,-3.710651,3.208507,0.160425,local_min,1
106,107,4.166666508,-9.360196,8.691971,0.434599,local_min,1
107,108,3.750000000,-8.938856,8.203553,0.410178,local_min,1
108,109,4.583333492,-12.113955,10.727447,0.536372,local_min,1
109,110,3.916666746,-16.512003,15.526881,0.776344,local_min,1
110,111,4.916666508,-9.238138,8.698019,0.434901,local_min,1
111,112,4.083333492,-11.645996,11.436377,0.571819,local_min,1
112,113,5.500000000,-0.208930,0.014662,0.000733,local_min,1
113,114,3.583333254,-8.613014,7.835859,0.391793,local_min,1
114,115,4.416666508,-14.736717,14.383358,0.719168,local_min,1
115,116,5.000000000,-2.769501,1.981023,0.099051,local_min,1
116,117,3.583333254,-1.590656,1.519104,0.075955,local_min,1
117,118,1.916666627,-6.820380,6.717424,0.335871,local_min,1
118,119,3.250000000,-10.252614,9.954251,0.497713,local_min,1
119,120,3.000000000,-0.198085,0.102711,0.005136,local_min,1
120,121,5.333333492,-0.220861,0.083718,0.004186,local_min,1
121,122,3.916666746,-0.159757,0.037040,0.001852,local_min,1
122,123,5.750000000,-0.270214,0.002285,0.000114,local_min,1
123,124,4.000000000,-8.488288,8.331994,0.416600,local_min,1
124,125,3.833333254,-0.171086,0.049381,0.002469,local_min,1
125,126,5.416666508,-21.289608,20.038235,1.000000,local_min,1
126,127,3.750000000,-0.155066,0.035643,0.001782,local_min,1
127,128,4.916666508,-0.461635,0.005247,0.000262,local_min,1
128,129,5.916666508,-0.333441,0.016838,0.000842,local_min,1
129,130,2.833333254,-10.681384,10.404040,0.520202,local_min,1
130,131,5.416666508,-7.046492,6.415407,0.320770,local_min,1
131,132,4.916666508,-3.959528,3.459342,0.172967,local_min,1
132,133,2.583333254,-11.645260,11.562436,0.578122,local_min,1
133,134,5.166666508,-0.170326,0.001087,0.000054,local_min,1
134,135,5.666666508,-8.214315,5.062229,0.253111,local_min,1
135,136,5.750000000,-7.003574,5.611904,0.280595,local_min,1
136,137,4.250000000,-6.478857,6.189406,0.309470,local_min,1
137,138,5.333333492,-17.823063,16.943773,0.847189,local_min,1
138,139,5.416666508,-0.229215,0.010702,0.000535,local_min,1
139,140,3.833333254,-0.156403,0.038667,0.001933,local_min,1
140,141,5.583333492,-0.237453,0.015280,0.000764,local_min,1
141,142,3.916666746,-9.047069,8.510702,0.425535,local_min,1
142,143,5.250000000,-5.377216,3.025200,0.151260,local_min,1
143,144,4.083333492,-13.609985,13.258358,0.662918,local_min,1
144,145,3.166666746,-19.852060,19.274943,0.963747,local_min,1
145,146,4.083333492,-1.721587,1.502346,0.075117,local_min,1
146,147,5.000000000,-0.164632,0.033919,0.001696,local_min,1
147,148,5.083333492,-19.650103,18.435810,0.921791,local_min,1
148,149,4.083333492,-11.200274,11.047531,0.552377,local_min,1
149,150,5.833333492,-31.172689,29.732853,1.000000,local_min,1
150,151,4.083333492,-0.160004,0.051858,0.002593,local_min,1
151,152,5.666666508,-0.248823,0.010870,0.000543,local_min,1
152,153,2.500000000,-2.121422,2.049589,0.102479,local_min,1
153,154,3.500000000,-6.943963,6.715945,0.335797,local_min,1
154,155,4.750000000,-23.388832,22.296297,1.000000,local_min,1
155,156,5.833333492,-0.356354,0.067941,0.003397,local_min,1
156,157,5.750000000,-0.280896,0.014340,0.000717,local_min,1
157,158,5.333333492,-0.223790,0.042847,0.002142,local_min,1
158,159,5.583333492,-13.577164,11.104546,0.555227,local_min,1
159,160,5.000000000,-13.509716,13.100450,0.655023,local_min,1
160,161,4.416666508,-7.070507,6.777169,0.338858,local_min,1
161,162,5.000000000,-6.564887,5.630459,0.281523,local_min,1
162,163,3.916666746,-6.286113,6.084653,0.304233,local_min,1
163,164,4.750000000,-8.946965,8.567022,0.428351,local_min,1
164,165,4.500000000,-23.534010,23.307472,1.000000,local_min,1
165,166,4.333333492,-13.173574,12.703240,0.635162,local_min,1
166,167,5.333333492,-16.105415,13.644926,0.682246,local_min,1
167,168,5.583333492,-9.087438,6.596145,0.329807,local_min,1
168,169,3.916666746,-17.034494,16.626948,0.831347,local_min,1
169,170,4.833333492,-7.521008,6.732938,0.336647,local_min,1
170,171,5.500000000,-17.004770,15.754799,0.787740,local_min,1
171,172,5.750000000,-0.294380,0.002049,0.000102,local_min,1
172,173,4.083333492,-0.172668,0.044786,0.002239,local_min,1
173,174,5.750000000,-0.267594,0.031596,0.001580,local_min,1
174,175,5.166666508,-15.704602,14.882011,0.744101,local_min,1
175,176,5.750000000,-17.180275,16.381274,0.819064,local_min,1
176,177,4.666666508,-11.868983,11.543331,0.577167,local_min,1
177,178,4.000000000,-11.143513,10.873359,0.543668,local_min,1
178,179,3.166666746,-14.685726,14.173249,0.708662,local_min,1
179,180,3.666666746,-16.481789,16.350519,0.817526,local_min,1
180,181,4.583333492,-13.094786,12.474919,0.623746,local_min,1
181,182,4.916666508,-7.648410,7.025333,0.351267,local_min,1
182,183,5.250000000,-0.210892,0.062228,0.003111,local_min,1
183,184,2.833333254,-13.933263,13.818035,0.690902,local_min,1
184,185,3.166666746,-11.349903,11.188974,0.559449,local_min,1
185,186,4.666666508,-10.821402,10.014071,0.500704,local_min,1
186,187,5.833333492,-0.348949,0.022318,0.001116,local_min,1
187,188,5.166666508,-0.172133,0.002836,0.000142,local_min,1
188,189,4.750000000,-8.017825,7.361632,0.368082,local_min,1
189,190,3.750000000,-8.053232,7.600090,0.380005,local_min,1
190,191,5.666666508,-0.703627,0.004138,0.000207,local_min,1
191,192,5.833333492,-0.294258,0.016439,0.000822,local_min,1
192,193,3.833333254,-9.014922,8.546402,0.427320,local_min,1
193,194,5.416666508,-13.390023,10.309068,0.515453,local_min,1
194,195,5.583333492,-10.643185,10.052002,0.502600,local_min,1
195,196,5.500000000,-0.215245,0.006639,0.000332,local_min,1
196,197,5.083333492,-10.985738,10.017774,0.500889,local_min,1
197,198,3.333333254,-11.431534,11.282816,0.564141,local_min,1
198,199,4.166666508,-12.631542,12.168649,0.608432,local_min,1
199,200,5.166666508,-8.342972,7.411864,0.370593,local_min,1
200,201,4.583333492,-22.315292,20.883211,1.000000,local_min,1
201,202,1.750000000,-4.210660,4.174521,0.208726,local_min,1
202,203,4.666666508,-12.986175,11.901638,0.595082,local_min,1
203,204,4.333333492,-14.640412,13.918535,0.695927,local_min,1
204,205,5.083333492,-9.884092,8.908745,0.445437,local_min,1
205,206,3.333333254,-11.659483,11.552701,0.577635,local_min,1
206,207,5.666666508,-4.239518,1.651566,0.082578,local_min,1
207,208,5.833333492,-8.410246,5.273976,0.263699,local_min,1
208,209,2.333333254,-15.205283,15.022053,0.751103,local_min,1
209,210,4.250000000,-15.878343,15.277430,0.763872,local_min,1
210,211,3.500000000,-12.254310,11.884222,0.594211,local_min,1
211,212,5.750000000,-9.834938,7.332976,0.366649,local_min,1
212,213,4.583333492,-7.747437,7.303757,0.365188,local_min,1
213,214,2.750000000,-10.435158,10.158755,0.507938,local_min,1
214,215,4.833333492,-18.975372,18.351475,0.917574,local_min,1
215,216,3.416666746,-5.017657,4.823166,0.241158,local_min,1
216,217,4.666666508,-21.381308,20.436172,1.000000,local_min,1
217,218,3.750000000,-3.603865,3.369595,0.168480,local_min,1
218,219,4.083333492,-14.353995,13.884584,0.694229,local_min,1
219,220,5.000000000,-0.219756,0.095577,0.004779,local_min,1
220,221,4.833333492,-24.603571,23.876908,1.000000,local_min,1
221,222,4.250000000,-9.523902,9.231726,0.461586,local_min,1
222,223,5.083333492,-0.163775,0.020779,0.001039,local_min,1
223,224,5.500000000,-10.262129,9.345142,0.467257,local_min,1
224,225,2.916666746,-16.034842,15.667722,0.783386,local_min,1
225,226,3.750000000,-4.767402,4.481785,0.224089,local_min,1
226,227,4.000000000,-0.199258,0.076756,0.003838,local_min,1
227,228,3.000000000,-13.417594,12.897749,0.644887,local_min,1
228,229,4.583333492,-19.725471,18.614512,0.930726,local_min,1
229,230,4.333333492,-0.192133,0.071871,0.003594,local_min,1
230,231,5.500000000,-8.635230,7.671538,0.383577,local_min,1
231,232,5.333333492,-0.179021,0.007919,0.000396,local_min,1
232,233,5.250000000,-0.258707,0.118083,0.005904,local_min,1
233,234,5.166666508,-9.873554,8.938947,0.446947,local_min,1
234,235,5.250000000,-4.007595,3.399469,0.169973,local_min,1
235,236,5.500000000,-0.220785,0.008175,0.000409,local_min,1
236,237,3.833333254,-11.213596,10.823413,0.541171,local_min,1
237,238,5.250000000,-0.241361,0.070405,0.003520,local_min,1
238,239,5.083333492,-19.893904,18.666520,0.933326,local_min,1
239,240,4.750000000,-11.230638,10.621154,0.531058,local_min,1
240,241,5.750000000,-0.331858,0.012794,0.000640,local_min,1
241,242,4.500000000,-13.967127,13.216822,0.660841,local_min,1
242,243,4.333333492,-10.080165,9.671340,0.483567,local_min,1
243,244,5.750000000,-18.467552,15.535774,0.776789,local_min,1
244,245,5.583333492,-9.070987,8.447337,0.422367,local_min,1
245,246,5.250000000,-0.199237,0.014038,0.000702,local_min,1
246,247,3.666666746,-1.705104,1.255227,0.062761,local_min,1
247,248,4.583333492,-8.283418,7.293965,0.364698,local_min,1
248,249,3.333333254,-4.815375,4.625092,0.231255,local_min,1
249,250,2.166666746,-4.423879,4.382384,0.219119,local_min,1
250,251,5.666666508,-0.267666,0.009496,0.000475,local_min,1
251,252,4.916666508,-3.341142,2.321850,0.116093,local_min,1
252,253,4.833333492,-13.063318,12.062588,0.603129,local_min,1
253,254,5.666666508,-0.254708,0.039024,0.001951,local_min,1
254,255,5.500000000,-5.827729,5.191732,0.259587,local_min,1
255,256,5.666666508,-0.244866,0.015144,0.000757,local_min,1
256,257,3.750000000,-16.112221,15.648665,0.782433,local_min,1
257,258,5.583333492,-14.191920,9.790537,0.489527,local_min,1
258,259,5.166666508,-0.157422,0.011102,0.000555,local_min,1
259,260,3.166666746,-11.904045,11.408305,0.570415,local_min,1
260,261,5.416666508,-0.190692,0.000371,0.000019,local_min,1
261,262,5.500000000,-0.188034,0.005023,0.000251,local_min,1
262,263,5.583333492,-0.254169,0.039808,0.001990,local_min,1
263,264,3.833333254,-9.530058,8.985762,0.449288,local_min,1
264,265,4.083333492,-10.155808,9.677600,0.483880,local_min,1
265,266,5.166666508,-9.084786,7.856167,0.392808,local_min,1
266,267,5.916666508,-0.390816,0.022399,0.001120,local_min,1
267,268,5.250000000,-10.313594,9.957186,0.497859,local_min,1
268,269,4.166666508,-12.340202,11.808386,0.590419,local_min,1
269,270,3.000000000,-5.183868,4.926178,0.246309,local_min,1
270,271,5.083333492,-0.422638,0.010459,0.000523,local_min,1
271,272,4.166666508,-13.972885,13.649779,0.682489,local_min,1
272,273,5.250000000,-15.033972,14.633513,0.731676,local_min,1
273,274,3.500000000,-7.823248,7.160753,0.358038,local_min,1
274,275,5.166666508,-8.103333,7.700863,0.385043,local_min,1
275,276,3.166666746,-9.347647,8.795976,0.439799,local_min,1
276,277,5.333333492,-17.203991,16.110916,0.805546,local_min,1
277,278,5.500000000,-12.521075,11.354459,0.567723,local_min,1
278,279,4.416666508,-12.411800,11.815687,0.590784,local_min,1
279,280,4.833333492,-14.569118,14.026639,0.701332,local_min,1
280,281,5.416666508,-0.233262,0.029905,0.001495,local_min,1
281,282,5.333333492,-0.180922,0.000202,0.000010,local_min,1
282,283,4.250000000,-5.310830,5.073790,0.253690,local_min,1
283,284,5.916666508,-10.145124,4.788396,0.239420,local_min,1
284,285,3.750000000,-0.158759,0.035798,0.001790,local_min,1
285,286,2.000000000,-5.732831,5.606008,0.280300,local_min,1
286,287,5.083333492,-0.157053,0.026447,0.001322,local_min,1
287,288,4.500000000,-18.339508,17.859985,0.892999,local_min,1
288,289,5.500000000,-24.004223,23.194702,1.000000,local_min,1
289,290,4.916666508,-16.007566,15.043329,0.752166,local_min,1
290,291,2.666666746,-13.417866,13.108105,0.655405,local_min,1
291,292,5.250000000,-0.246142,0.023371,0.001169,local_min,1
292,293,5.500000000,-0.219653,0.010566,0.000528,local_min,1
293,294,5.166666508,-0.227453,0.075350,0.003767,local_min,1
294,295,5.583333492,-0.868147,0.025866,0.001293,local_min,1
295,296,4.000000000,-0.155681,0.029441,0.001472,local_min,1
296,297,3.083333254,-9.042064,8.954515,0.447726,local_min,1
297,298,3.916666746,-18.236683,17.887078,0.894354,local_min,1
298,299,5.250000000,-30.579189,28.849705,1.000000,local_min,1
299,300,4.250000000,-13.429913,13.153666,0.657683,local_min,1
300,301,3.750000000,-4.331668,4.190833,0.209542,local_min,1
301,302,4.083333492,-4.324906,3.869818,0.193491,local_min,1
302,303,3.666666746,-9.665736,9.380942,0.469047,local_min,1
303,304,4.666666508,-9.082544,8.465871,0.423294,local_min,1
304,305,5.250000000,-9.884392,9.557560,0.477878,local_min,1
305,306,5.250000000,-11.179815,10.196867,0.509843,local_min,1
306,307,5.250000000,-0.213679,0.063235,0.003162,local_min,1
307,308,2.750000000,-11.458543,11.122519,0.556126,local_min,1
308,309,4.250000000,-15.735648,15.398320,0.769916,local_min,1
309,310,3.583333254,-5.009111,4.781011,0.239051,local_min,1
310,311,3.416666746,-8.527493,8.165276,0.408264,local_min,1
311,312,5.500000000,-18.071245,16.745401,0.837270,local_min,1
312,313,3.416666746,-20.917482,20.714974,1.000000,local_min,1
313,314,5.916666508,-0.350427,0.006112,0.000306,local_min,1
314,315,3.666666746,-11.499963,11.216530,0.560827,local_min,1
315,316,3.500000000,-9.505283,9.001810,0.450091,local_min,1
316,317,5.666666508,-0.288316,0.059807,0.002990,local_min,1
317,318,5.083333492,-9.509629,9.002624,0.450131,local_min,1
318,319,4.916666508,-5.432433,5.079317,0.253966,local_min,1
319,320,5.000000000,-21.010065,20.318194,1.000000,local_min,1
320,321,3.166666746,-4.479406,4.392846,0.219642,local_min,1
321,322,5.833333492,-0.361449,0.011985,0.000599,local_min,1
322,323,4.916666508,-3.496747,2.516100,0.125805,local_min,1
323,324,5.833333492,-0.269926,0.005662,0.000283,local_min,1
324,325,5.333333492,-0.555559,0.014418,0.000721,local_min,1
325,326,5.250000000,-14.407846,13.892139,0.694607,local_min,1
326,327,2.166666746,-12.918860,12.761532,0.638077,local_min,1
327,328,4.916666508,-18.473751,16.592395,0.829620,local_min,1
328,329,1.750000000,-2.692662,2.653148,0.132657,local_min,1
329,330,4.333333492,-5.927081,5.691122,0.284556,local_min,1
330,331,5.250000000,-0.214633,0.076932,0.003847,local_min,1
331,332,3.750000000,-0.154592,0.025229,0.001261,local_min,1
332,333,3.583333254,-7.705690,7.288801,0.364440,local_min,1
333,334,4.333333492,-21.420284,21.269538,1.000000,local_min,1
334,335,4.833333492,-26.204739,23.112979,1.000000,local_min,1
335,336,3.333333254,-16.087254,15.670092,0.783505,local_min,1
336,337,5.416666508,-13.932554,13.159608,0.657980,local_min,1
337,338,4.666666508,-9.538078,8.889805,0.444490,local_min,1
338,339,5.666666508,-0.292889,0.024405,0.001220,local_min,1
339,340,5.916666508,-0.303715,0.017875,0.000894,local_min,1
340,341,4.333333492,-11.825480,11.184087,0.559204,local_min,1
341,342,3.916666746,-8.575705,8.391838,0.419592,local_min,1
342,343,2.333333254,-6.784006,6.715109,0.335755,local_min,1
343,344,3.416666746,-13.312500,13.105265,0.655263,local_min,1
344,345,5.916666508,-0.283918,0.004439,0.000222,local_min,1
345,346,5.666666508,-0.236318,0.002619,0.000131,local_min,1
346,347,5.666666508,-20.472906,19.930112,0.996506,local_min,1
347,348,4.000000000,-13.529511,12.717556,0.635878,local_min,1
348,349,5.833333492,-0.866858,0.135775,0.006789,local_min,1
349,350,5.500000000,-14.403863,13.723972,0.686199,local_min,1
350,351,5.083333492,-8.215826,7.222683,0.361134,local_min,1
351,352,4.416666508,-0.191816,0.083867,0.004193,local_min,1
352,353,5.500000000,-11.244088,8.431292,0.421565,local_min,1
353,354,4.500000000,-10.631573,9.274291,0.463715,local_min,1
354,355,5.416666508,-0.184329,0.005904,0.000295,local_min,1
355,356,5.333333492,-0.260276,0.107096,0.005355,local_min,1
356,357,3.416666746,-9.674010,9.364520,0.468226,local_min,1
357,358,5.333333492,-18.147772,17.368848,0.868442,local_min,1
358,359,5.166666508,-14.136782,13.090915,0.654546,local_min,1
359,360,5.416666508,-8.537333,6.834634,0.341732,local_min,1
360,361,5.250000000,-6.833638,5.999414,0.299971,local_min,1
361,362,3.333333254,-8.403631,8.252586,0.412629,local_min,1
362,363,5.416666508,-0.185984,0.029613,0.001481,local_min,1
363,364,5.583333492,-17.917164,14.580369,0.729018,local_min,1
364,365,3.333333254,-2.041426,1.886601,0.094330,local_min,1
365,366,5.000000000,-0.429237,0.002812,0.000141,local_min,1
366,367,4.750000000,-10.613653,10.146266,0.507313,local_min,1
367,368,4.166666508,-10.287250,9.381333,0.469067,local_min,1
368,369,4.833333492,-4.058641,3.271427,0.163571,local_min,1
369,370,4.583333492,-8.130599,7.350744,0.367537,local_min,1
370,371,3.916666746,-17.266287,16.543861,0.827193,local_min,1
371,372,4.333333492,-11.761929,10.603728,0.530186,local_min,1
372,373,5.083333492,-11.191904,10.598788,0.529939,local_min,1
373,374,4.333333492,-13.518474,12.565344,0.628267,local_min,1
374,375,5.500000000,-0.238045,0.083595,0.004180,local_min,1
375,376,5.333333492,-18.760653,17.443533,0.872177,local_min,1
376,377,4.083333492,-5.929025,5.752695,0.287635,local_min,1
377,378,5.833333492,-0.274538,0.004804,0.000240,local_min,1
378,379,5.000000000,-15.282694,13.906647,0.695332,local_min,1
379,380,2.750000000,-14.360737,14.100026,0.705001,local_min,1
380,381,1.833333373,-13.436492,13.389806,0.669490,local_min,1
381,382,3.916666746,-0.153771,0.047323,0.002366,local_min,1
382,383,5.250000000,-0.272364,0.123140,0.006157,local_min,1
383,384,3.750000000,-15.825166,15.692562,0.784628,local_min,1
384,385,4.583333492,-14.752423,14.389884,0.719494,local_min,1
385,386,4.250000000,-6.141262,5.909828,0.295491,local_min,1
386,387,4.666666508,-1.746332,1.055423,0.052771,local_min,1
387,388,3.166666746,-10.313107,9.969245,0.498462,local_min,1
388,389,3.583333254,-7.307194,7.154797,0.357740,local_min,1
389,390,1.250000000,-8.185472,8.140252,0.407013,local_min,1
390,391,2.750000000,-11.718299,11.506805,0.575340,local_min,1
391,392,5.500000000,-0.261474,0.088223,0.004411,local_min,1
392,393,5.250000000,-0.246725,0.092760,0.004638,local_min,1
393,394,3.916666746,-0.180598,0.055682,0.002784,local_min,1
394,395,4.250000000,-11.158231,10.962662,0.548133,local_min,1
395,396,3.916666746,-0.164684,0.045508,0.002275,local_min,1
396,397,5.666666508,-15.053820,13.475242,0.673762,local_min,1
397,398,4.833333492,-0.378994,0.005654,0.000283,local_min,1
398,399,5.333333492,-13.047592,11.882561,0.594128,local_min,1
399,400,2.583333254,-4.864604,4.813985,0.240699,local_min,1
400,401,3.250000000,-6.622830,6.212549,0.310627,local_min,1
401,402,2.750000000,-5.554945,5.451016,0.272551,local_min,1
402,403,3.750000000,-0.152563,0.036970,0.001848,local_min,1
403,404,3.416666746,-5.916308,5.756683,0.287834,local_min,1
404,405,3.750000000,-7.147396,6.936566,0.346828,local_min,1
405,406,4.583333492,-12.174272,11.135270,0.556763,local_min,1
406,407,5.916666508,-0.358950,0.013643,0.000682,local_min,1
407,408,1.250000000,-8.773259,8.741319,0.437066,local_min,1
408,409,5.750000000,-1.134106,0.204471,0.010224,local_min,1
409,410,3.666666746,-0.175480,0.063831,0.003192,local_min,1
410,411,4.916666508,-11.333048,10.232912,0.511646,local_min,1
411,412,3.250000000,-12.193108,12.094711,0.604736,local_min,1
412,413,4.333333492,-6.200912,5.562953,0.278148,local_min,1
413,414,5.416666508,-9.657389,9.040308,0.452015,local_min,1
414,415,2.083333254,-21.384462,21.269933,1.000000,local_min,1
415,416,4.333333492,-25.159616,24.596283,1.000000,local_min,1
416,417,5.666666508,-0.235528,0.000893,0.000045,local_min,1
417,418,4.083333492,-11.584647,10.990242,0.549512,local_min,1
418,419,4.583333492,-9.157751,8.817177,0.440859,local_min,1
419,420,3.416666746,-12.889923,12.512909,0.625645,local_min,1
420,421,5.583333492,-0.237492,0.003228,0.000161,local_min,1
421,422,5.083333492,-0.173261,0.036579,0.001829,local_min,1
422,423,3.083333254,-11.863316,11.243446,0.562172,local_min,1
423,424,2.916666746,-12.316676,12.230272,0.611514,local_min,1
424,425,5.833333492,-0.656701,0.024784,0.001239,local_min,1
425,426,5.250000000,-15.472093,14.986454,0.749323,local_min,1
426,427,5.833333492,-0.327011,0.006499,0.000325,local_min,1
427,428,3.583333254,-14.797881,14.376372,0.718819,local_min,1
428,429,3.916666746,-0.165579,0.040738,0.002037,local_min,1
429,430,5.166666508,-0.155943,0.002749,0.000137,local_min,1
430,431,2.416666746,-13.506665,13.383661,0.669183,local_min,1
431,432,3.833333254,-14.093527,13.553552,0.677678,local_min,1
432,433,3.583333254,-10.464329,10.226471,0.511324,local_min,1
433,434,5.333333492,-0.201406,0.014708,0.000735,local_min,1
